,householdsize,PctUnemployed,medIncome,PolicReqPerOffic,TotalPctDiv,PctNotHSGrad,violent_crime_occurence
514,2.77,10.81,22514,0.0,12.51,36.72,1
515,3.04,10.21,24649,0.0,11.77,36.97,1
516,2.46,9.08,17805,0.0,12.14,46.73,0
517,2.72,12.39,16496,0.0,12.88,40.41,1
518,2.8,9.67,16162,0.0,11.07,38.26,0
519,2.92,9.6,31723,0.0,14.65,30.67,0
520,2.65,4.19,49660,0.0,13.3,9.59,0
521,3.0,4.36,59834,0.0,6.45,9.61,0
522,2.73,9.68,19456,0.0,14.39,37.38,1
523,2.91,6.05,31368,0.0,10.17,27.91,1
524,2.47,6.96,23933,0.0,15.36,31.74,1
525,2.36,5.37,35516,0.0,15.58,19.83,1
526,3.05,4.36,19635,0.0,4.28,17.41,0
527,2.45,6.47,18049,0.0,12.65,52.39,1
528,2.7,2.25,83275,0.0,5.1,7.27,0
529,2.55,5.44,35786,497.8,9.37,22.18,0
530,2.98,5.47,44492,0.0,8.09,12.3,0
531,2.92,3.86,58769,226.4,5.9,11.99,0
532,2.46,5.61,23835,0.0,13.61,26.71,1
533,2.51,8.32,29180,252.9,10.24,24.3,1
534,2.55,4.6,31998,0.0,9.67,20.6,0
535,2.64,2.84,57464,0.0,7.7,9.41,0
536,2.57,7.12,21183,0.0,14.83,26.28,0
537,2.89,6.83,18393,0.0,7.36,13.51,1
538,2.25,3.17,42431,0.0,14.85,13.37,0
539,3.11,3.09,47869,0.0,8.1,6.27,0
540,2.47,3.52,29420,363.5,9.32,9.38,0
541,2.62,9.0,18870,0.0,13.71,34.91,1
542,2.57,7.78,30638,0.0,11.67,32.44,0
543,2.57,5.32,32886,0.0,12.04,25.29,0
544,2.91,7.5,21219,0.0,8.85,17.84,0
545,3.01,9.73,40369,0.0,12.05,14.64,0
546,2.84,6.7,44734,0.0,6.81,12.43,0
547,2.56,6.74,27688,0.0,9.89,21.93,0
548,2.54,8.29,22194,0.0,18.77,25.0,1
549,2.81,9.91,27631,410.2,11.56,41.52,1
550,2.82,5.03,31155,0.0,13.51,29.64,0
551,2.97,6.29,25341,0.0,10.59,18.69,1
552,3.43,4.97,46101,0.0,6.57,7.5,0
553,3.21,11.04,26960,310.9,12.67,45.12,1
554,2.79,4.07,31308,0.0,12.0,17.79,1
555,2.74,2.07,36582,0.0,8.41,6.14,0
556,2.37,3.44,31793,0.0,13.27,21.19,0
557,2.64,2.98,80968,0.0,7.49,2.95,0
558,2.4,7.43,20134,0.0,12.08,34.2,0
559,3.32,7.37,35558,0.0,11.77,28.02,1
560,3.27,14.88,20393,0.0,10.56,52.91,1
561,3.46,6.41,29023,0.0,6.65,14.94,0
562,2.65,4.18,34825,0.0,12.46,18.18,0
563,2.74,8.71,19038,0.0,14.42,38.02,1
564,2.77,2.6,43486,0.0,8.09,12.77,0
565,3.05,2.94,42281,0.0,7.66,5.4,0
566,2.43,4.67,20146,0.0,8.36,24.49,0
567,3.1,3.49,49981,0.0,7.6,4.59,0
568,2.52,7.28,23745,0.0,15.75,23.31,0
569,2.49,4.23,40926,0.0,7.41,16.67,0
570,2.63,4.58,44672,0.0,6.5,20.42,0
571,2.54,7.41,21318,0.0,11.62,19.23,0
572,2.75,5.09,30743,0.0,7.47,21.81,0
573,2.43,3.03,43800,442.7,11.63,5.82,0
574,3.1,6.32,30535,0.0,6.96,12.51,0
575,2.37,4.6,29693,0.0,14.68,15.13,0
576,2.4,5.77,22265,0.0,4.81,11.77,0
577,2.62,6.16,41315,0.0,10.15,16.95,0
578,2.26,3.76,38956,0.0,13.27,8.76,1
579,2.96,8.43,33367,0.0,13.28,29.64,1
580,2.72,4.46,37764,0.0,10.28,25.29,0
581,2.98,4.6,25312,0.0,8.14,23.15,0
582,2.95,4.41,60634,0.0,4.67,16.25,0
583,2.63,9.35,21898,285.4,12.37,23.24,1
584,2.74,2.81,45764,0.0,9.4,13.89,0
585,2.5,5.53,20606,0.0,8.07,23.65,0
586,2.65,6.1,21645,0.0,13.52,40.08,1
587,2.77,7.2,24365,0.0,9.99,16.82,0
588,2.95,3.02,42530,0.0,8.12,17.05,0
589,2.65,9.85,18617,0.0,12.82,53.08,1
590,3.42,15.46,24128,0.0,7.91,46.11,1
591,2.24,6.68,15708,0.0,15.04,35.62,1
592,2.27,4.89,32955,0.0,12.43,25.96,0
593,3.56,8.13,17876,0.0,15.85,26.65,1
594,2.78,6.4,24568,0.0,13.36,33.24,0
595,2.71,4.37,25392,0.0,6.41,22.2,0
596,2.84,7.58,22807,0.0,11.91,33.58,1
597,3.01,2.81,100077,0.0,4.4,4.77,0
598,2.55,6.69,27493,0.0,11.77,23.27,0
599,2.59,2.39,29047,0.0,11.55,23.91,0
600,2.54,7.52,22098,0.0,12.29,20.68,0
601,3.04,10.0,29881,339.8,15.42,34.0,1
602,2.47,5.83,23156,0.0,12.72,23.5,0
603,2.5,7.01,25547,0.0,12.04,28.16,0
604,2.34,2.55,43043,0.0,12.3,8.37,0
605,2.53,8.17,18253,0.0,14.46,38.47,1
606,2.51,5.42,26770,285.2,10.54,19.15,0
607,2.58,8.07,14456,0.0,8.36,16.94,0
608,2.36,6.09,25708,478.9,15.18,17.74,1
609,3.36,4.6,50451,0.0,6.83,15.72,0
610,2.46,7.59,30786,0.0,9.73,27.07,1
611,2.71,5.46,45191,0.0,7.89,22.95,0
612,2.36,4.54,26472,0.0,11.0,20.23,0
613,2.96,2.42,53840,0.0,10.28,12.22,0
614,2.83,5.31,35532,0.0,12.12,11.26,0
615,2.47,7.07,31911,336.5,12.1,25.06,0
616,2.66,3.78,41149,0.0,6.35,10.34,0
617,2.62,5.96,30043,0.0,14.28,25.29,1
618,2.72,8.27,37889,0.0,10.59,20.07,1
619,2.4,8.52,14868,0.0,15.41,41.94,0
620,2.76,6.65,40059,0.0,7.42,23.43,1
621,2.52,3.73,31298,0.0,13.65,24.82,0
622,2.94,4.57,57963,0.0,7.29,10.11,0
623,2.51,3.59,38128,0.0,10.63,17.83,0
624,2.6,2.87,36999,0.0,10.59,15.17,0
625,2.73,3.56,101320,0.0,5.34,3.98,0
626,2.54,9.51,20290,0.0,13.61,27.68,0
627,2.92,2.91,43236,0.0,6.91,15.64,0
628,3.02,2.93,46119,0.0,5.67,13.6,0
629,2.44,5.14,29099,0.0,13.2,11.94,0
630,2.81,2.28,58815,0.0,9.15,5.29,0
631,2.7,2.21,55657,0.0,5.22,8.42,0
632,3.61,9.08,32132,1232.5,11.11,40.4,1
633,2.47,5.79,24202,0.0,8.74,25.55,0
634,2.76,6.51,21870,0.0,13.03,30.72,1
635,2.98,4.31,47421,0.0,7.69,12.96,0
636,3.08,4.71,50647,0.0,6.73,9.74,0
637,2.6,10.06,20674,0.0,14.64,28.09,0
638,2.05,4.87,19799,0.0,9.6,11.13,1
639,2.79,2.48,48863,0.0,7.88,12.25,0
640,2.42,5.26,26889,282.9,14.4,18.05,1
641,2.6,6.6,20349,0.0,14.53,34.89,1
642,2.27,8.53,19042,0.0,16.79,22.87,1
643,2.96,8.72,18549,0.0,12.03,37.61,0
644,3.09,5.77,26622,0.0,12.6,24.92,1
645,2.38,10.83,20641,458.6,12.33,32.33,1
646,2.75,7.29,29211,398.9,8.54,27.3,1
647,2.46,4.43,27264,0.0,11.12,21.46,0
648,2.53,1.79,44495,0.0,8.2,13.33,0
649,2.99,4.82,21824,665.2,14.78,26.15,1
650,2.48,8.23,24898,392.2,16.08,30.7,1
651,2.68,3.09,36192,0.0,10.66,14.86,0
652,2.66,3.23,34350,0.0,11.76,18.75,0
653,3.12,4.82,42523,0.0,6.38,19.22,0
654,2.44,5.75,21319,0.0,10.42,29.67,0
655,2.6,4.44,24375,0.0,11.24,35.31,1
656,2.8,4.26,36097,0.0,9.35,25.15,1
657,2.61,3.98,44277,0.0,7.36,9.53,0
658,2.38,4.42,21114,0.0,12.09,34.83,0
659,2.47,2.54,55248,0.0,6.58,10.5,0
660,2.48,10.35,22955,0.0,13.08,28.49,0
661,2.74,8.79,23270,557.9,13.3,24.97,1
662,3.27,8.28,31889,0.0,12.21,37.27,1
663,2.83,3.98,53058,0.0,6.07,11.13,0
664,2.8,2.91,40216,0.0,9.52,21.62,0
665,2.25,3.15,30516,0.0,12.13,9.38,0
666,2.77,5.32,46758,0.0,11.38,19.9,1
667,2.51,10.39,19779,421.4,17.53,31.66,1
668,2.34,5.29,35681,0.0,13.18,20.55,1
669,2.78,3.64,34990,0.0,11.15,21.56,0
670,2.87,10.08,29784,0.0,11.54,22.66,0
671,2.51,9.17,18423,0.0,14.02,25.18,0
672,2.78,4.22,31448,0.0,10.78,16.7,1
673,2.7,3.06,50598,0.0,7.87,6.44,0
674,2.51,5.02,44004,239.8,10.22,19.69,0
675,2.6,7.85,25550,0.0,13.82,23.07,0
676,2.99,6.97,37549,0.0,8.52,14.45,0
677,2.08,3.2,31938,0.0,12.66,8.27,0
678,2.27,2.22,44002,0.0,14.85,13.22,1
679,2.39,3.63,33026,0.0,11.82,17.6,0
680,2.67,2.87,79579,0.0,7.25,4.3,0
681,2.86,3.92,33000,0.0,9.53,15.96,0
682,3.6,4.86,55730,0.0,11.8,19.05,0
683,3.11,4.25,59967,0.0,5.53,10.87,0
684,3.01,4.65,54053,0.0,5.9,15.09,0
685,2.39,4.77,41922,0.0,14.02,11.04,1
686,3.21,9.85,23460,745.3,11.54,34.67,1
687,3.12,7.29,46932,0.0,7.51,12.83,0
688,2.32,6.66,21053,0.0,11.2,25.28,1
689,2.81,7.65,36634,0.0,8.68,26.99,1
690,2.72,7.72,16574,0.0,14.98,45.64,1
691,2.89,7.84,22027,0.0,14.68,27.8,0
692,2.78,5.04,45713,0.0,7.04,17.66,0
693,2.72,2.8,37044,0.0,6.47,16.3,0
694,2.89,4.72,33265,0.0,10.65,16.78,0
695,2.82,6.09,19977,0.0,6.68,7.68,0
696,2.63,5.45,37473,0.0,12.72,13.94,1
697,2.68,8.33,19118,392.8,13.75,27.66,0
698,3.27,14.81,22365,0.0,10.98,48.61,1
699,2.67,6.57,34704,0.0,9.32,24.14,0
700,3.01,9.57,21483,0.0,13.03,41.9,1
701,2.54,4.28,32733,0.0,9.25,15.12,0
702,2.91,5.87,33219,0.0,4.98,17.69,0
703,2.83,2.72,60925,0.0,3.91,8.97,0
704,2.71,2.34,41450,0.0,6.78,17.21,0
705,3.01,10.69,25533,507.4,15.47,31.91,1
706,1.6,7.04,29314,0.0,15.57,15.06,1
707,2.47,8.8,22785,722.4,15.12,31.21,1
708,2.51,6.05,25165,358.1,11.19,12.86,0
709,3.27,4.49,42743,0.0,8.47,10.07,0
710,2.76,3.65,32069,0.0,12.08,14.44,0
711,2.79,10.68,29351,565.0,10.84,34.21,1
712,3.05,5.22,41733,0.0,12.2,18.36,0
713,2.78,6.83,25576,0.0,12.03,29.31,1
714,2.58,5.04,25689,0.0,13.98,31.82,1
715,2.21,7.93,27222,0.0,9.84,14.01,0
716,2.93,2.32,54005,0.0,5.53,11.44,0
717,2.56,6.51,26218,662.0,11.85,21.19,1
718,2.42,3.97,32451,314.7,11.97,13.44,1
719,4.18,8.7,19183,0.0,2.83,11.88,0
720,3.29,16.3,17386,390.3,16.34,50.33,1
721,2.85,4.56,41006,0.0,7.53,9.51,0
722,4.06,9.4,28034,519.5,9.9,55.72,1
723,2.95,6.71,47859,0.0,8.33,14.96,0
724,2.42,6.32,25414,644.3,13.62,17.67,1
725,2.83,4.49,47482,275.8,7.65,16.79,0
726,2.54,9.47,20095,0.0,11.5,31.64,1
727,2.66,8.27,28955,344.4,10.72,27.09,0
728,2.57,7.69,18683,0.0,12.92,43.05,1
729,2.77,7.89,23497,0.0,8.96,36.01,1
730,2.42,6.91,25380,0.0,11.45,25.82,1
731,2.63,5.55,31063,0.0,13.14,18.15,0
732,2.84,3.8,53781,0.0,9.2,17.16,0
733,2.43,8.55,21310,0.0,10.45,34.17,1
734,2.54,3.15,37087,0.0,9.48,15.77,0
735,2.35,5.47,22591,378.4,15.09,32.03,1
736,2.45,7.23,26713,550.6,15.22,21.2,1
737,2.44,6.99,21459,0.0,10.96,29.79,1
738,2.87,6.3,22550,0.0,9.96,24.93,0
739,3.58,6.64,38124,0.0,10.85,35.34,1
740,2.61,6.48,36376,205.7,9.21,26.45,1
741,2.34,3.29,42314,572.6,9.6,11.56,0
742,2.95,3.55,48481,0.0,8.24,15.53,0
743,3.58,3.05,30613,0.0,5.59,15.48,0
744,2.86,3.95,56856,0.0,10.33,10.22,0
745,2.47,3.56,37862,0.0,7.68,11.41,0
746,2.67,9.38,17959,0.0,17.86,37.67,1
747,3.03,4.96,19955,0.0,12.71,25.12,1
748,3.13,5.54,46206,576.2,11.64,22.84,1
749,3.19,5.3,20628,0.0,6.63,20.13,0
750,3.4,4.16,46726,0.0,8.28,15.77,0
751,2.47,5.54,41495,0.0,10.72,17.01,0
752,2.84,7.17,28911,0.0,12.2,20.14,1
753,2.45,2.32,61144,0.0,8.45,5.15,0
754,2.47,6.23,20099,0.0,13.95,44.71,1
755,4.29,12.22,25567,0.0,7.89,72.05,1
756,2.48,6.53,30067,0.0,10.45,33.22,0
757,2.65,6.44,24215,0.0,9.55,23.57,0
758,3.04,2.97,60688,0.0,5.0,15.65,0
759,2.92,3.76,39308,0.0,9.7,10.21,0
760,2.6,6.9,22423,749.0,14.35,34.09,1
761,3.07,5.66,42160,0.0,7.14,18.3,0
762,2.34,4.37,22257,0.0,8.73,24.27,0
763,2.85,9.04,26629,0.0,12.99,29.01,1
764,2.49,4.16,31873,150.6,13.26,19.02,1
765,2.45,8.03,28919,0.0,11.68,18.63,0
766,2.53,4.09,25473,0.0,12.18,33.83,1
767,2.45,6.9,22197,398.9,15.18,31.04,1
768,2.19,2.76,55748,0.0,17.18,3.62,0
769,3.03,4.08,56571,0.0,6.83,9.32,0
770,2.97,5.29,37952,0.0,8.64,12.32,0
771,2.79,4.5,40287,0.0,9.56,17.56,0
772,2.93,3.39,53045,0.0,4.81,7.86,0
773,2.67,5.14,25855,0.0,11.01,25.58,1
774,2.61,9.29,21515,0.0,12.99,40.53,0
775,2.45,4.22,32145,0.0,15.5,13.79,1
776,3.06,6.07,19487,0.0,5.86,24.56,0
777,2.9,7.24,34165,0.0,7.15,34.96,0
778,2.89,3.11,75221,0.0,5.56,6.57,0
779,3.0,6.75,25679,0.0,10.4,38.51,0
780,2.49,2.26,40041,0.0,7.39,11.27,0
781,2.27,4.24,33098,0.0,8.08,22.85,0
782,2.49,7.81,20463,0.0,14.58,28.02,1
783,2.64,12.41,18477,337.0,15.11,31.86,1
784,3.09,17.87,11576,0.0,15.97,46.29,1
785,3.11,6.15,32605,342.9,8.0,30.03,1
786,2.77,5.43,36991,298.0,12.74,23.71,0
787,2.56,7.2,26934,0.0,13.59,32.58,1
788,2.67,6.39,43960,0.0,7.2,13.31,0
789,2.79,3.89,37644,0.0,9.08,9.65,0
790,2.79,7.4,31250,0.0,13.93,29.61,0
791,2.6,5.56,41586,0.0,9.07,12.45,0
792,2.6,9.13,22446,368.0,13.52,25.16,1
793,3.43,5.2,46515,0.0,5.5,9.45,0
794,2.43,8.36,19187,607.5,12.82,38.49,1
795,2.42,6.24,25434,0.0,12.8,22.35,0
796,2.62,3.85,32375,0.0,8.91,15.51,0
797,2.65,3.99,39045,0.0,10.07,11.36,0
798,3.0,10.18,21633,0.0,14.35,36.98,1
799,2.44,6.59,22186,0.0,12.32,26.53,0
800,2.94,5.46,36469,0.0,7.78,20.83,0
801,2.89,5.87,23216,699.2,12.24,23.98,1
802,2.76,5.79,31699,0.0,13.18,18.17,0
803,2.52,12.21,23220,0.0,13.34,24.5,0
804,2.1,6.83,23630,0.0,11.88,20.63,1
805,2.72,5.4,43832,790.4,9.92,23.53,0
806,2.37,6.12,21011,0.0,15.12,40.25,1
807,2.75,5.94,43937,0.0,8.96,14.9,0
808,2.46,5.91,26630,892.0,13.93,21.31,1
809,2.63,7.13,36945,527.3,10.52,21.96,1
810,3.73,11.48,27415,0.0,9.7,59.06,1
811,2.41,9.29,20472,0.0,10.56,25.5,0
812,2.48,6.32,23420,0.0,12.93,25.81,0
813,3.62,6.71,37174,1164.2,10.79,38.66,1
814,2.55,7.89,25221,0.0,14.1,26.3,0
815,2.42,4.77,26086,0.0,14.24,31.17,1
816,2.21,4.17,32237,0.0,10.98,14.65,1
817,2.51,3.82,54516,0.0,13.6,9.73,0
818,2.64,8.18,26261,565.4,15.07,29.52,0
819,2.74,5.29,43759,0.0,8.33,13.21,0
820,2.69,11.24,15938,0.0,13.72,41.31,0
821,2.57,4.81,36043,0.0,11.01,11.92,0
822,2.43,5.15,33140,375.1,9.51,15.65,1
823,2.48,11.19,20742,0.0,11.06,29.22,0
824,2.76,6.27,32066,0.0,5.92,17.09,0
825,2.5,7.84,30121,278.3,10.84,35.25,1
826,3.33,4.52,25341,0.0,6.81,14.49,0
827,3.67,8.54,14350,0.0,4.1,9.9,0
828,2.56,2.54,49858,0.0,7.8,5.07,0
829,2.97,1.98,44717,0.0,6.39,16.51,0
830,2.66,9.16,24045,503.8,15.65,39.35,1
831,2.3,3.64,39538,0.0,11.39,10.69,1
832,2.8,3.9,26873,0.0,8.89,28.61,0
833,2.87,5.37,35554,0.0,10.62,25.97,0
834,3.37,10.26,22068,272.9,9.11,42.14,1
835,2.26,6.69,27785,0.0,15.74,11.08,0
836,2.76,4.16,55752,284.7,6.86,13.43,0
837,3.19,5.57,60026,0.0,6.06,10.49,0
838,2.92,5.04,36297,0.0,12.51,17.28,0
839,2.73,5.93,26409,0.0,10.22,31.59,1
840,3.13,2.72,67892,0.0,7.98,7.07,0
841,2.44,5.57,39822,452.4,8.24,22.13,0
842,2.29,7.49,20731,0.0,11.98,31.89,1
843,2.72,6.14,22497,0.0,6.8,23.05,0
844,2.92,2.86,49475,0.0,8.38,9.7,0
845,3.34,2.85,30007,0.0,6.72,12.72,0
846,2.49,7.01,25677,0.0,14.85,18.27,0
847,2.39,4.17,26109,0.0,13.17,26.22,0
848,2.61,6.17,27235,0.0,12.69,20.81,0
849,2.99,4.37,36512,0.0,9.28,16.93,0
850,2.61,3.87,51814,0.0,8.82,26.13,0
851,4.05,14.33,24971,1428.6,13.12,48.77,1
852,2.52,4.31,24081,0.0,12.48,30.65,1
853,2.52,4.76,29652,0.0,14.22,21.06,0
854,2.62,4.54,41129,0.0,8.39,17.8,0
855,2.52,5.75,24712,0.0,15.16,27.62,1
856,2.56,8.15,18619,0.0,16.38,33.24,1
857,2.56,6.44,22634,0.0,9.82,22.96,0
858,2.36,7.05,17058,0.0,14.03,45.4,1
859,2.88,5.35,25556,0.0,8.52,12.44,0
860,3.06,4.1,51129,0.0,4.94,14.58,0
861,2.82,4.33,44700,0.0,10.79,18.63,1
862,2.63,2.86,66844,0.0,5.69,4.07,0
863,2.52,4.57,25710,0.0,7.78,24.22,0
864,2.58,2.74,44218,0.0,8.73,3.63,0
865,2.53,7.38,21078,0.0,14.22,36.57,1
866,2.51,8.18,20695,0.0,10.62,26.66,0
867,2.73,4.02,35140,0.0,12.7,13.72,0
868,2.81,4.34,43929,0.0,10.29,6.8,0
869,2.53,8.95,25716,0.0,14.83,27.33,0
870,2.9,6.25,33628,0.0,10.84,23.97,0
871,2.48,2.42,44747,0.0,9.36,5.76,0
872,2.83,3.01,51035,0.0,7.48,12.38,0
873,2.84,5.21,52783,0.0,6.07,8.1,0
874,2.35,4.35,35989,0.0,12.11,18.67,0
875,2.85,8.24,45165,0.0,8.14,22.94,0
876,2.76,4.7,21946,0.0,8.53,35.7,1
877,2.5,9.35,25363,0.0,11.19,43.81,0
878,2.79,4.48,45820,0.0,11.16,14.57,1
879,2.3,5.21,39603,0.0,8.98,15.25,0
880,2.72,8.64,26037,0.0,10.6,31.22,0
881,2.66,8.71,22674,453.4,15.52,29.57,1
882,2.95,4.74,35228,0.0,7.94,15.0,1
883,2.46,10.5,14316,0.0,13.01,31.14,0
884,2.59,6.22,18501,0.0,7.13,10.45,0
885,1.99,1.87,54497,0.0,14.35,4.11,1
886,2.41,6.23,21581,0.0,14.04,38.79,0
887,2.77,3.4,36906,0.0,7.82,17.23,0
888,2.41,9.82,21579,0.0,15.27,23.06,0
889,2.77,4.62,34205,0.0,9.19,16.54,0
890,2.48,5.06,25021,0.0,13.56,27.58,1
891,2.87,3.59,50916,0.0,6.77,10.46,0
892,2.54,6.32,42386,0.0,9.31,13.23,0
893,2.51,8.43,26339,490.7,15.33,22.07,0
894,2.76,6.41,43244,0.0,7.48,15.28,0
895,2.63,12.78,18548,367.0,13.95,34.55,1
896,3.0,16.51,15531,0.0,11.2,27.97,1
897,2.63,2.64,52205,0.0,10.52,7.71,0
898,2.6,10.91,21144,0.0,10.34,27.14,0
899,1.99,2.99,43148,373.4,9.37,11.17,1
900,2.17,4.21,26710,0.0,17.92,20.04,1
901,2.88,7.11,20594,0.0,14.95,44.42,1
902,2.68,4.84,39087,0.0,12.53,13.13,1
903,2.68,4.19,36716,473.6,13.38,11.6,0
904,3.8,16.97,15605,0.0,7.6,58.41,1
905,2.53,9.04,19906,0.0,14.52,34.63,0
906,2.39,4.67,24091,0.0,9.14,23.0,0
907,2.74,5.73,39735,0.0,9.8,23.82,0
908,3.08,7.78,29492,0.0,11.62,34.29,1
909,2.48,5.46,28242,671.6,13.12,21.65,1
910,2.49,4.05,25007,0.0,13.62,35.02,0
911,2.77,4.07,47335,0.0,7.89,11.0,0
912,2.59,5.63,28266,0.0,16.16,23.14,0
913,2.44,6.42,25711,0.0,12.34,19.14,0
914,3.02,4.38,46573,0.0,7.42,18.14,0
915,2.51,4.81,27597,0.0,11.96,21.93,0
916,2.54,11.02,20830,0.0,17.02,28.48,0
917,2.49,7.1,27081,0.0,9.6,23.48,0
918,2.81,4.84,38020,0.0,11.58,20.35,0
919,3.07,4.2,66084,0.0,5.85,6.77,0
920,2.68,18.28,13778,0.0,18.29,43.85,0
921,2.31,4.14,32708,0.0,14.89,15.03,0
922,2.74,3.32,56307,0.0,10.84,4.88,0
923,2.61,7.63,22617,0.0,11.17,25.49,0
924,2.95,10.91,28377,155.2,11.72,49.75,1
925,2.57,4.46,32285,0.0,9.7,15.89,0
926,3.13,4.11,53967,0.0,10.93,13.34,0
927,2.73,2.42,56011,0.0,7.6,5.47,0
928,2.78,2.24,46654,0.0,7.76,9.57,0
929,2.44,7.56,29987,0.0,11.11,21.94,0
930,2.91,6.97,33527,0.0,12.19,27.44,1
931,2.96,6.38,41187,0.0,8.82,28.39,1
932,2.74,4.44,46353,0.0,8.25,8.31,0
933,2.44,4.71,39433,0.0,6.77,26.69,0
934,2.8,6.22,37840,107.2,7.75,31.51,0
935,2.57,3.06,66464,0.0,6.92,10.79,0
936,3.06,4.22,53514,0.0,6.46,5.7,0
937,2.9,5.21,41224,0.0,9.86,18.6,0
938,2.66,5.78,22577,0.0,11.19,26.26,1
939,2.53,9.79,14822,0.0,13.56,24.6,0
940,2.89,2.83,78965,0.0,6.31,4.84,1
941,2.73,3.45,57568,0.0,6.66,12.26,0
942,2.46,4.86,26405,0.0,10.78,20.03,0
943,2.72,6.26,42310,0.0,8.26,17.78,0
944,2.77,8.37,20374,0.0,14.49,36.91,1
945,2.56,3.87,53488,0.0,6.36,8.35,0
946,2.7,5.4,40683,0.0,6.38,25.34,1
947,2.46,4.95,26703,0.0,13.43,18.98,0
948,2.47,6.4,27558,0.0,11.85,22.23,0
949,2.36,5.77,40579,1524.4,10.94,15.21,0
950,2.55,4.71,39864,0.0,8.73,20.88,0
951,2.51,3.96,49642,674.0,7.19,12.68,0
952,2.61,3.98,40324,0.0,8.72,9.59,0
953,2.37,5.82,23819,0.0,14.13,20.22,0
954,2.57,4.76,37093,0.0,9.9,13.24,0
955,3.05,9.21,30795,0.0,11.55,28.73,0
956,2.57,4.79,19642,0.0,9.06,10.0,0
957,2.38,7.37,21328,0.0,11.33,29.99,0
958,2.47,4.9,29647,0.0,12.39,27.44,0
959,2.82,4.65,37783,0.0,9.1,18.38,0
960,2.63,5.6,28693,0.0,10.36,29.44,0
961,2.38,4.86,21133,0.0,13.42,42.28,0
962,2.83,5.51,39967,0.0,12.13,23.7,1
963,2.37,8.39,15795,0.0,12.03,29.43,1
964,3.07,2.99,63384,0.0,5.66,11.77,0
965,3.08,12.79,22168,0.0,12.79,39.22,1
966,2.62,6.3,35103,434.8,12.08,22.48,1
967,2.49,10.36,17103,0.0,11.59,32.17,0
968,2.66,6.07,27552,0.0,10.75,26.91,1
969,2.47,3.26,32124,0.0,7.62,24.42,0
970,2.53,12.86,14423,0.0,13.01,33.44,0
971,2.93,3.75,23839,0.0,12.25,33.47,0
972,2.46,7.43,20380,0.0,13.23,27.12,1
973,2.5,7.63,21003,0.0,16.34,37.55,1
974,2.86,3.91,20184,0.0,5.54,15.55,0
975,2.71,5.44,28315,0.0,13.27,24.95,0
976,2.74,4.75,29887,0.0,11.11,15.78,0
977,2.67,5.11,30273,2056.0,11.62,15.21,1
978,2.62,4.41,44044,0.0,9.05,9.35,0
979,2.82,8.32,32083,0.0,10.82,24.24,0
980,2.93,5.09,47513,0.0,8.85,14.97,0
981,2.35,6.82,19686,0.0,12.98,29.89,0
982,2.82,4.43,43088,0.0,10.99,18.13,0
983,2.55,5.92,43253,0.0,9.12,13.74,0
984,2.62,8.66,19030,0.0,13.48,38.36,1
985,2.57,3.7,41489,0.0,7.73,10.51,0
986,2.69,5.87,30144,622.2,12.25,20.31,0
987,2.37,4.0,28381,0.0,9.84,21.01,0
988,2.71,11.25,18546,66.8,14.05,31.37,1
989,2.85,8.88,32659,456.5,12.96,31.8,0
990,2.53,9.34,20036,0.0,12.41,35.59,0
991,2.74,6.46,43946,405.3,14.62,9.61,1
992,2.45,5.24,31767,476.4,14.89,19.29,0
993,2.58,5.46,30938,0.0,9.93,16.55,1
994,3.14,3.83,63782,0.0,5.17,10.34,0
995,2.5,6.21,19507,0.0,14.42,31.06,1
996,2.75,3.43,34337,0.0,8.48,19.66,0
997,2.6,8.73,23430,528.5,11.66,24.79,1
998,2.39,8.37,22405,0.0,12.04,23.23,0
999,2.7,3.68,34670,0.0,11.29,20.22,0
1000,2.6,7.17,19016,0.0,14.34,32.59,1
1001,2.9,3.13,55464,0.0,6.12,16.78,0
1002,3.07,2.28,69019,0.0,5.55,2.78,0
1003,2.45,7.83,21881,0.0,15.18,29.65,1
1004,2.41,9.63,20309,0.0,17.11,41.66,1
1005,2.77,4.48,38433,0.0,14.0,14.0,0
1006,3.1,7.84,26701,0.0,11.51,22.86,1
1007,2.38,3.84,35795,0.0,9.18,12.09,0
1008,2.6,2.34,34720,0.0,8.51,27.54,0
1009,2.5,13.52,21380,0.0,12.56,30.0,0
1010,2.46,9.39,19382,0.0,14.61,24.67,0
1011,2.81,6.22,41449,0.0,5.73,28.52,1
1012,2.8,6.35,44210,0.0,9.48,17.56,0
1013,2.8,5.64,22253,0.0,7.98,36.64,0
1014,3.67,8.18,22129,0.0,12.12,41.07,1
1015,2.74,4.84,45884,0.0,9.91,14.15,0
1016,3.83,6.09,29624,0.0,5.85,16.35,0
1017,2.75,4.19,49149,0.0,11.86,11.78,0
1018,2.71,8.17,25569,0.0,12.97,39.42,0
1019,2.75,6.26,36418,0.0,5.96,30.13,0
1020,2.07,9.76,20382,0.0,12.24,32.67,1
1021,2.63,5.97,26394,0.0,10.61,23.03,1
1022,2.62,4.28,41115,0.0,9.46,10.82,0
1023,2.65,17.07,17500,0.0,17.63,36.03,0
1024,2.61,10.77,27095,0.0,11.23,24.91,1
1025,2.42,4.62,34006,0.0,13.59,10.15,0
1026,2.61,3.61,47064,0.0,7.36,9.5,0
1027,2.99,5.68,44690,0.0,7.35,20.48,0
1028,2.77,4.37,26470,0.0,10.61,12.4,1
