"PolicReqPerOffic","medIncome","householdsize","PctUnemployed","TotalPctDiv","agePct12t29","PctNotHSGrad","MedRent","OfficAssgnDrugUnits","label"
0,24644,2.54,7.02,11.52,26.46,27.01,370,0,"1"
0,21949,2.47,7.26,13.51,24.08,33.1,363,0,"1"
819.7,32154,2.8,7.1,14.05,28.34,22.23,468,25,"1"
0,28097,2.27,3.57,13.54,24.32,11.55,435,0,"1"
358.3,25152,2.4,6.09,10.8,35.77,22.28,456,27,"1"
281.7,21650,3.01,14.71,14,31.88,48.79,445,0,"1"
742.9,26810,2.7,11.76,17.06,28.16,30.7,534,19,"1"
501.4,23487,2.64,8.2,14.35,29.27,24.93,330,0,"1"
0,21309,2.61,8.45,15.65,27.11,37.76,360,0,"1"
0,30151,2.85,7.87,12.82,29.89,28.77,385,0,"1"
909.1,22147,2.73,9.18,11.37,34.52,37.24,469,33,"1"
701.1,23958,2.47,5.39,14.81,25.2,26.96,370,12,"1"
0,30489,2.81,4.42,7.23,51.27,6.65,489,0,"1"
0,23603,2.4,5.94,12.3,23.09,30.4,300,0,"1"
0,32341,2.34,4.3,17,33.75,13.58,519,0,"1"
0,33498,2.78,5.15,8.87,29.28,21.26,529,0,"1"
0,27074,4.37,11.49,8.95,36.85,63.37,592,0,"1"
0,22279,4.34,10.24,10.66,36.96,68.7,599,0,"1"
0,34836,2.27,2.96,13.27,23.73,8.15,660,0,"1"
0,47143,3.18,4.57,8.89,28.36,18.94,791,0,"1"
0,16586,2.51,8.17,15.26,24.55,43.86,278,0,"1"
386.6,24056,2.72,7.16,14.31,30.25,28.48,358,30,"1"
0,24319,2.36,7.11,11.4,26.47,33.74,380,0,"1"
0,27312,2.45,5.84,12.95,28.97,20.96,426,0,"1"
0,20053,2.44,7.35,15.51,26.67,44.8,311,0,"1"
0,19077,2.75,8.43,12.48,27.3,31.7,333,0,"1"
300.8,47506,2.59,4.03,10.74,28.9,10.4,540,8,"1"
0,22859,2.35,4.28,15.65,26.93,34.97,330,0,"1"
317.2,22468,2.73,9.52,11.39,39.65,14.16,385,21,"1"
0,19259,2.49,9.34,12.82,26.9,40.15,252,0,"1"
0,32559,3.04,6.15,10.09,28.64,29.14,672,0,"1"
0,25982,2.48,5.68,8.96,47.67,11.01,599,0,"1"
667.1,25377,2.58,7.22,13.45,27.09,22.56,346,7,"1"
461.2,23563,2.92,6.1,12.87,38.6,27.31,438,52,"1"
641.6,19193,2.52,9.24,15.71,27.56,30.7,322,26,"1"
0,14579,2.57,10.95,12.94,25.39,35.93,234,0,"1"
398.5,28704,2.71,10.62,12.62,29.69,38.91,594,24,"1"
0,21665,2.27,5.64,15.22,23.5,32.9,453,0,"1"
0,23127,2.69,7.88,15.37,27.35,30.88,363,0,"1"
478.4,27770,2.69,7.8,11.97,27.95,26.84,400,8,"1"
808.1,33667,2.49,4.6,13.64,28.99,20.9,715,5,"1"
0,25015,2.2,4.97,14.46,28.02,24.1,363,0,"1"
166.8,15315,2.37,9.64,17.91,27.23,42.8,300,28,"1"
0,21851,2.62,8.82,14.22,28.46,42.35,361,0,"1"
0,23819,4.58,13.37,9.28,36.99,73.66,605,0,"1"
0,22357,2.69,6.37,12.84,27.47,31.05,350,0,"1"
454.6,25751,2.74,6.16,14.47,26.32,33.43,346,50,"1"
0,20429,2.75,7.35,13.88,30.41,34.07,309,0,"1"
0,40955,3.31,7.82,11.57,29.6,31.55,659,0,"1"
0,26265,2.63,8.35,11.29,26.39,37.82,468,0,"1"
0,32690,2.48,6.75,10.9,23.6,24.44,571,0,"1"
234.5,26344,2.49,6.15,13.69,28.56,22.88,382,17,"1"
0,25009,2.95,6.17,11.06,34.53,17.14,389,0,"1"
388.6,19807,2.52,11.23,15.06,26.01,32.97,298,15,"1"
483.7,30389,2.87,6.98,12.89,29.06,22.51,449,6,"1"
0,31461,2.6,6.54,14,22.18,22.84,491,0,"1"
0,24470,3.48,15.72,9.8,30.54,50.77,404,0,"1"
0,26276,2.64,5.45,10.72,27.96,23.09,361,0,"1"
0,46885,2.43,3.2,13.96,24.1,7.6,759,0,"1"
0,25147,3.26,13.9,11.32,29.41,40.47,431,0,"1"
0,22267,2.28,5.56,14.32,23.63,24.92,365,0,"1"
0,32098,2.88,5.2,11.59,27.74,19.53,371,0,"1"
0,47533,2.82,3.35,11.75,25.31,13.45,839,0,"1"
495,18276,2.34,10.76,12.48,28.54,27.58,311,12,"1"
0,22677,2.73,4.36,12,32.97,32.07,340,0,"1"
0,17060,2.58,15.6,13.89,24.97,34.39,300,0,"1"
0,31793,2.36,6.25,14.09,33.32,21.47,531,0,"1"
398.1,25324,2.29,6.67,13.1,30.92,17.42,424,17,"1"
0,30037,2.72,8.58,14.65,29.09,33.85,625,0,"1"
0,25238,2.54,5.89,12.51,25.42,33.26,379,0,"1"
0,24509,2.43,3.16,13.87,25.4,33.76,362,0,"1"
0,33063,2.75,5.88,12.99,27.8,26.64,646,0,"1"
332.9,16223,2.87,11.99,12.86,32.19,31.32,300,6,"1"
0,22664,2.62,8.22,13.59,25.07,28.99,336,0,"1"
0,41974,3.14,6.92,11.31,28.1,20.16,580,0,"1"
0,22515,3.81,12.37,10.19,35.61,66.39,548,0,"1"
0,21897,2.82,9.96,13.78,28.1,41.46,424,0,"1"
815.2,33453,2.75,6.82,11.8,28.56,18.79,651,12,"1"
0,13704,2.81,15.94,13.96,27.06,38.35,278,0,"1"
0,40256,2.99,7.28,11.77,27.63,22.94,598,0,"1"
0,32150,2.42,6.44,12.51,26.62,16.42,488,0,"1"
378.8,22183,2.89,14.99,14.08,30.15,43.01,559,12,"1"
425.2,33686,2.73,5.72,12.8,32.67,17.74,602,49,"1"
406.8,23584,2.86,8.92,14.01,30.35,30.87,369,31,"1"
689.4,35237,2.48,4.62,14.42,24.79,14.3,638,7,"1"
138.8,19391,2.8,14.24,13.59,28.88,42.26,286,0,"1"
0,21745,2.54,8.24,14.39,26.11,29.84,361,0,"1"
0,41435,3.1,5.7,12.08,29.64,23.34,727,0,"1"
0,13060,3.52,19.01,8.4,30.11,58.71,239,0,"1"
1363.2,23551,2.38,6.43,15.77,29.11,31.91,413,30,"1"
0,37695,3.17,6.41,11.41,25.74,26.61,665,0,"1"
0,23038,2.3,4.18,14.45,28.32,28.8,381,0,"1"
379.5,21242,2.52,8.17,12.15,33.6,28.84,409,34,"1"
0,27293,2.87,8.77,11.47,28.71,30.39,460,0,"1"
343,26669,3.1,10.94,11.46,30.48,44.38,532,9,"1"
615.2,41675,2.65,4.58,13.55,27.42,11.93,677,8,"1"
763.2,22140,2.72,10.73,15.22,34.04,40.56,504,53,"1"
0,21119,2.54,7.91,11.69,29.15,33.09,297,0,"1"
1471.7,33214,2.49,4.71,15.16,28.19,9.7,455,23,"1"
0,21603,2.77,7.16,12.16,31.06,24.21,422,0,"1"
0,20618,2.58,6.84,11.2,24.95,34.62,307,0,"1"
298.4,30533,2.52,7.77,11.36,27.7,33.18,492,28,"1"
0,30147,2.74,4.43,9.6,26.24,26.99,346,0,"1"
0,31266,2.7,6.41,12.19,27.19,30.16,478,0,"1"
792.5,25333,2.53,7.19,15.86,27.65,20.74,413,10,"1"
0,23318,2.59,5.1,11.4,33.13,26.75,344,0,"1"
0,26722,2.35,5.55,13.07,23.96,20.82,575,0,"1"
0,22476,2.53,5.48,11.88,22.92,35.13,310,0,"1"
0,25422,2.22,4.95,16.76,26.19,19.75,424,0,"1"
905.6,36058,2.78,6.11,13.33,28.98,23.75,688,12,"1"
243.2,27606,2.43,6.99,12.33,27.31,31.55,522,4,"1"
0,20347,2.75,13.21,13.46,25.7,46.34,326,0,"1"
0,31605,3.27,7.66,9.89,30.19,39.95,617,0,"1"
0,32393,2.29,4.58,15.35,29.47,14.49,489,0,"1"
0,16305,2.68,8.38,12.48,29.5,35.87,346,0,"1"
0,35684,2.7,6.2,14.69,28.61,22.7,654,0,"1"
0,23695,2.26,6.59,13.79,20.5,28.73,380,0,"1"
0,26787,2.57,8.58,16.32,27.8,27.75,461,0,"1"
552.4,24495,2.64,7.84,14.35,26.61,24.84,370,7,"1"
0,21427,2.73,6.87,12.22,26.23,28.73,367,0,"1"
0,36652,2.65,2.82,11.53,26.76,18.89,474,0,"1"
0,21529,2.57,11.6,17.87,27.43,23.91,379,0,"1"
173.6,23627,2.61,8.88,13.25,29.77,28.5,418,44,"1"
0,27591,2.66,5.62,13.96,32.48,23.89,531,0,"1"
379.9,25719,2.88,10.86,14.92,28.69,41.82,451,20,"1"
0,27538,2.16,5.41,16.1,19.86,22.92,563,0,"1"
0,35083,3.03,6.97,12.82,27.77,25.12,542,0,"1"
0,21085,2.67,8.52,13.64,24.45,28.75,314,0,"1"
0,33084,3.33,7.57,12.77,30.74,31.87,613,0,"1"
0,33482,3.53,6.59,8.53,29.82,43.22,649,0,"1"
0,32194,2.4,5.2,11.87,25.44,21.38,495,0,"1"
193.4,30727,2.43,7.03,15.03,29.83,26.85,479,198,"1"
0,40936,2.91,6.63,13.12,27.25,17.42,635,0,"1"
0,23078,2.59,7.05,11.67,28.26,28.02,286,0,"1"
0,19099,2.46,11.53,14.4,24.9,32.98,301,0,"1"
0,26674,2.55,5.31,10.91,25.71,35.79,334,0,"1"
0,43490,2.35,4.59,7.28,29.53,16.24,813,0,"1"
0,40327,2.8,6.58,10.84,27.85,26.45,663,0,"1"
0,13804,2.74,11.14,12.35,25.87,46.75,244,0,"1"
0,25961,4.38,12.46,9.89,35.77,59.08,553,0,"1"
942.7,29737,2.36,5.62,12.65,36.55,9.68,426,25,"1"
0,20185,2.43,7.47,14.88,24.87,39.18,321,0,"1"
1067.6,22275,2.53,9.13,17.06,30.26,30.13,422,12,"1"
548.5,22647,2.58,12.16,11.75,27.07,50.34,404,14,"1"
452.1,35788,3.31,7.32,12.05,31.88,31.47,629,19,"1"
187.2,34344,2.46,7.65,9.14,28.76,22.12,651,4,"1"
928.8,26473,2.24,4.8,13.98,21.32,19.78,464,8,"1"
0,20565,2.72,7.5,11.11,43.29,35.69,341,0,"1"
421.7,28553,2.57,9.34,12.04,26.65,26.81,574,6,"1"
0,32711,2.7,5.88,15.91,28.98,27.66,630,0,"1"
0,19950,2.51,4.75,11.68,24.62,34.23,251,0,"1"
0,39975,2.69,4.99,12.89,24.5,13.08,600,0,"1"
0,34383,3.7,8.44,10.54,31.31,47.73,613,0,"1"
568,42948,2.59,6.42,9.62,29.89,13.9,695,6,"1"
0,15917,2.73,7.18,8.9,47.14,27.22,346,0,"1"
0,23156,2.58,6.07,9.45,43.68,18.06,423,0,"1"
372.3,24346,2.73,7.55,13.35,27.4,30.51,313,6,"1"
0,21160,2.77,7.44,10.43,25.86,40.17,322,0,"1"
0,15732,2.35,11.52,14.53,23.61,35.7,263,0,"1"
0,19775,2.35,9.11,12.53,24.72,30.89,321,0,"1"
0,34727,2.52,2.23,12.96,32.59,11.47,709,0,"1"
0,22176,3.13,9.46,9.05,41.12,28.93,311,0,"1"
0,32633,2.81,7.29,10.45,26.41,29.68,501,0,"1"
68.6,38859,2.63,5.8,6.86,29.49,21,665,6,"1"
0,21401,3.2,17,12.56,29.65,47.5,412,0,"1"
0,17682,2.71,8.68,14.42,27.4,40.94,277,0,"1"
574.9,28513,2.62,5.2,14.64,28.77,23.13,431,36,"1"
0,17897,2.97,11.51,13.82,30.16,42.28,284,0,"1"
0,41533,3.18,5.43,10.26,28.49,21.19,734,0,"1"
0,27101,2.68,9.19,10.75,30.45,31.18,521,0,"1"
0,21198,3.24,17.23,11.22,29.56,46.07,386,0,"1"
0,17811,2.82,11.51,8.86,25.45,48.48,306,0,"1"
0,27236,2.8,5.86,12.64,32.09,30.97,435,0,"1"
0,21920,2.7,7.44,12.12,26.93,37.64,258,0,"1"
0,45739,2.53,4.81,12.96,24.15,10.4,774,0,"1"
0,35479,2.59,4.78,13.52,24.69,19.24,641,0,"1"
0,24517,2.49,5.78,15.73,29.54,38.15,355,0,"1"
0,25670,2.35,5.14,15.85,26.81,22.88,345,0,"1"
0,29354,2.49,7.15,12.71,27.53,28.15,524,0,"1"
593.1,29054,2.77,10.83,11.36,30.31,34.32,527,49,"1"
0,25223,2.49,6.43,12.11,24.42,28.26,305,0,"1"
0,37080,2.41,3.4,11.78,24.49,11.54,512,0,"1"
0,23634,2.76,5.87,14.82,30.87,30.19,369,0,"1"
481,26540,2.65,7.63,12.6,26.95,28.02,383,12,"1"
0,25828,2.55,8.74,15.71,25.05,19.01,439,0,"1"
0,23194,2.54,6.66,14.19,25.97,26.22,354,0,"1"
422.6,27239,2.25,6.68,16.74,23.03,25.83,486,50,"1"
0,35425,2.54,5.17,11.74,27.97,23.48,662,0,"1"
0,31741,2.52,5.49,14.39,25.05,20.85,485,0,"1"
0,21301,2.67,9.18,12.69,27.98,21.07,315,0,"1"
0,28734,3.15,5.17,15.55,31.69,35.63,474,0,"1"
0,22750,2.33,6.41,12.94,22.35,32.08,297,0,"1"
2162.5,25029,2.67,5.81,17.1,28.98,29.16,458,20,"1"
0,25773,2.97,6.18,12.28,28.64,41.17,375,0,"1"
420.4,24055,2.6,5.66,12.89,26.53,33.07,364,4,"1"
0,16853,2.83,12.87,11.15,25.7,41.04,260,0,"1"
0,20478,2.6,8.83,14.99,26.81,40.9,290,0,"1"
0,14839,2.24,14.17,11.54,22.46,35.82,239,0,"1"
531,31701,2.84,8.9,13.72,27.02,25.21,517,14,"1"
0,24966,2.35,6.09,13.24,22.38,34.99,324,0,"1"
464.2,20825,2.45,8.93,16.29,28.27,29.99,381,7,"1"
0,18627,2.29,7.93,18.25,31.21,27.29,326,0,"1"
303.9,41472,2.09,3.5,14.47,30.47,13.09,701,26,"1"
0,27065,2.52,4.88,11.27,26.78,26.53,430,0,"1"
0,23887,2.55,10.15,17.28,28.15,27.43,317,0,"1"
318.8,27352,2.3,6.05,13.22,21.42,27.12,523,41,"1"
41.4,20747,2.41,9.07,11.66,28.47,27.55,368,20,"1"
0,39886,2.87,7.16,9.47,26.39,15.79,677,0,"1"
0,29770,3.77,8.41,8.81,31.91,46.16,648,0,"1"
0,41670,2.75,4.8,10.06,23.45,14.97,597,0,"1"
0,27708,2.18,4.61,18.04,27.81,21.69,541,0,"1"
0,21433,2.94,8,9.99,29.12,37.63,326,0,"1"
0,29116,2.55,7.74,13.3,25.3,22.98,501,0,"1"
0,22709,2.14,8.8,15.18,24.32,19.13,392,0,"1"
666.2,29683,2.25,6.34,14.29,21.07,26.27,542,32,"1"
0,27893,2.46,9.34,18.43,26.17,23.01,452,0,"1"
340,24915,2.58,6.76,13.63,26.6,24.28,348,40,"1"
0,28838,2.99,9.69,14,33.07,29.69,534,0,"1"
405.3,39882,3.21,6.21,11.61,30.28,25.6,745,6,"1"
0,32128,4.01,9.65,9.28,33.45,59.31,576,0,"1"
0,22085,2.46,8.42,13.76,25.71,33.72,315,0,"1"
0,21040,2.62,11.58,12.58,28.82,28.3,315,0,"1"
888.5,26876,3.07,10.28,13.36,28.46,33.37,476,19,"1"
0,38619,2.62,3.04,10.75,24.17,18.65,499,0,"1"
0,21054,3.65,23.83,8.26,30.39,58.07,374,0,"1"
0,25823,2.54,6.03,10.3,26.18,33.7,316,0,"1"
0,21812,2.43,8.55,16.77,25.8,20.72,393,0,"1"
0,32895,2.77,6.23,13.12,28.88,22.05,621,0,"1"
0,35862,2.01,3.72,13.3,17.47,9.8,549,0,"1"
0,34796,2.51,5.14,11.26,21.03,16.06,568,0,"1"
0,32014,3.05,5.19,11.24,29.13,28.86,557,0,"1"
0,19110,2.33,8.32,13.02,21.56,28.37,312,0,"1"
0,29015,3.67,9.88,11.91,34.48,49.9,654,0,"1"
0,28035,2.52,9.36,11.66,26.25,32.05,440,0,"1"
787.1,16925,2.75,11.02,16.93,24.63,52.37,404,134,"1"
0,23153,2.72,6.03,13.03,29.33,35.05,418,0,"1"
0,25452,2.73,7.84,12.21,27.95,29.38,356,0,"1"
0,24887,2.71,6.87,12.89,27.4,32.4,435,0,"1"
837.3,27555,2.5,6.32,14.37,27.85,16.09,402,16,"1"
0,46988,3.42,4.49,9.45,28.93,22.53,768,0,"1"
0,25369,2.68,6.91,12.78,28.78,30.1,313,0,"1"
0,21397,2,5.79,14.08,16.79,27.71,427,0,"1"
0,21552,2.3,7.63,18.69,27.16,19.98,393,0,"1"
433,38463,3.07,8.65,12.79,29.29,28.56,627,8,"1"
0,25053,2.54,4.13,11.79,22.01,28.14,496,0,"1"
0,43500,2.79,4.36,7.83,21.36,7.93,764,0,"1"
0,26336,2.66,7.97,13.11,38.5,24.65,526,0,"1"
0,38789,2.81,4.6,10.98,25.54,16.88,716,0,"1"
0,50471,3.15,5.3,10.57,28.94,21.37,793,0,"1"
614.3,21766,2.42,7.05,14.96,23.73,28.38,392,10,"1"
0,33385,2.2,3.63,16.22,20.97,10.76,730,0,"1"
0,38108,3.04,5.24,9.08,27.98,18.02,491,0,"1"
0,24244,2.87,7.35,10.88,29.2,29.57,421,0,"1"
0,28642,2.88,7.58,13.15,28.64,37.09,399,0,"1"
0,36097,2.71,5.31,13.42,32.18,12.46,694,0,"1"
0,19894,2.39,5.41,15.11,26.16,30.14,335,0,"1"
363.1,32295,2.53,5.51,12.02,29.51,17.99,405,14,"1"
321.7,23578,2.46,7.22,11.6,24.52,22.09,326,5,"1"
0,25893,2.38,6.39,13.75,27.8,20.82,467,0,"1"
0,27980,3.3,10.99,10.25,30.06,46.41,625,0,"1"
0,13863,2.51,14.82,14.12,24.13,38.45,234,0,"1"
0,31769,2.92,11.03,10.97,28.57,36.55,606,0,"1"
0,30876,3.07,10.04,12.08,28.25,32.86,475,0,"1"
545,25773,2.88,8.27,13.22,28.43,29.13,373,23,"1"
337.1,21077,2.66,6.59,10.29,42.46,15.16,383,16,"1"
0,32684,4.17,8.45,9.66,34.53,49.5,648,0,"1"
72.4,34801,3,6.91,12.41,31.46,22.23,575,20,"1"
0,22591,2.51,8.76,14.12,27.64,30.3,336,0,"1"
319.1,26361,2.64,8.59,13.27,28.23,50.1,439,5,"1"
718.2,24354,2.55,7.33,13.7,31.36,20.87,405,4,"1"
0,25035,2.52,5.27,13.51,27.36,31.81,390,0,"1"
0,23815,4.29,3.28,7.01,54.63,13.48,353,0,"1"
632.9,23584,2.26,7.34,13.72,22.74,22.75,329,16,"1"
0,33502,2.71,2.84,11.03,29.51,17.79,394,0,"1"
0,16769,2.54,12.38,13.49,23.98,31.12,277,0,"1"
0,20396,2.62,5.61,11.04,24.79,39.1,319,0,"1"
0,17631,2.46,11.56,11.43,24,30.84,262,0,"1"
0,24906,2.69,6.17,12.85,27.08,30.88,367,0,"1"
0,41958,3.82,5.53,9.3,34.82,25.79,656,0,"1"
724.6,24601,2.68,7.33,14.52,28.08,33.36,416,14,"1"
0,20841,1.81,7.32,11.77,12.81,32.08,517,0,"1"
0,35483,2.55,2.2,12.19,27.43,21.3,489,0,"1"
186.8,26311,2.67,7,13.32,28.57,24.25,381,5,"1"
0,31441,3.2,6.73,10.97,30.73,39.19,623,0,"1"
0,22894,2.53,5.58,12.46,29.16,33.81,319,0,"1"
691.4,31271,3.26,10.81,12.12,31.46,37.7,580,11,"1"
0,40221,2.93,3.57,9.1,28.89,9.5,570,0,"1"
644.2,36605,2.92,6.55,12.51,27.49,19.04,578,15,"1"
0,21049,2.76,8.12,10.07,25.5,40.64,317,0,"1"
0,38388,2.96,6.94,13.73,29.54,19.72,610,0,"1"
0,20427,2.87,10.59,16.93,27.4,39.44,408,0,"1"
0,16553,3.49,13.89,10.11,30.62,53.35,244,0,"1"
385.9,22936,2.38,7.12,14.41,26.03,27.61,340,8,"1"
175.2,23661,2.57,8.08,13,28.48,22.95,366,6,"1"
0,23062,2.49,7.99,14.11,25.77,27.16,351,0,"1"
0,17344,2.6,11.14,17.01,26.7,39.82,340,0,"1"
581.5,15312,1.88,8.9,16.52,20.08,34.51,427,18,"1"
0,41965,2.75,5.19,12.23,27.59,15.9,615,0,"1"
1209.7,22079,2.62,11.45,14.75,26.52,25.92,351,46,"1"
0,34716,2.45,8.2,10.6,29.24,29.51,518,0,"1"
163.5,29184,2.45,4.52,12.39,31.46,20.79,437,6,"1"
0,16810,2.52,5.82,12.45,24.8,43.59,247,0,"1"
978.8,29083,2.5,5.58,14.63,28.49,23.46,409,43,"1"
0,32012,2.83,6.08,12.74,29.21,24.31,592,0,"1"
0,28698,2.86,9.95,12.88,27.91,25.02,508,0,"1"
0,20754,2.44,11.82,17.13,26.78,31.25,537,0,"1"
0,21201,2.98,15.88,13.04,28.08,35.31,300,0,"1"
577.2,17822,2.53,14,16.49,27.3,41.24,322,59,"1"
598.8,20501,2.57,9.28,14.02,25.22,26.79,303,5,"1"
2156.5,35162,4.1,8.52,9.07,38.27,50.28,736,22,"1"
0,44270,2.97,4.34,10.13,27.55,12.43,657,0,"1"
0,31231,2.51,4.2,15.1,27.02,17.7,547,0,"1"
445,31665,2.76,5.99,13.25,29.88,17.42,439,19,"1"
0,27212,2.4,4.21,14.36,29.21,27.89,384,0,"1"
0,24986,2.65,7.65,13.63,28.4,26.06,333,0,"1"
0,28289,2.81,9.13,14.45,30.61,24.83,464,0,"1"
0,24686,3.06,9.11,12.54,28.5,39.19,427,0,"1"
739.4,29291,2.66,6.64,14.74,28.64,21.28,442,50,"1"
0,21754,2.44,4.6,15.19,27.52,42.61,339,0,"1"
0,23595,4.03,12.78,8.99,36.97,69.4,521,0,"1"
0,26498,2.67,6.6,13.67,26.24,36.09,382,0,"1"
0,22189,2.54,9.92,14.25,26.63,29.06,346,0,"1"
0,32315,2.64,8.8,10.31,27.96,33.25,523,0,"1"
0,39572,2.85,6.12,12.74,25.06,18.58,779,0,"1"
560.4,26803,2.28,5.77,15.55,25.7,20.56,439,44,"1"
0,32033,2.83,8.62,14.3,35.12,13.78,523,0,"1"
441.2,22102,2.49,6.22,17.43,28.56,31.65,451,15,"1"
0,22746,2.49,6.61,11.6,25.64,24.18,340,0,"1"
0,52970,2.88,3.51,10.59,27.8,12.06,832,0,"1"
951.2,24200,2.72,9.2,12.56,30.86,18.47,378,10,"1"
0,37911,2.71,5.76,11.34,23.2,21.98,545,0,"1"
0,18404,3.69,13.67,9.28,30.6,51.22,336,0,"1"
589.5,29353,2.18,4.88,14.32,27.39,13.57,463,20,"1"
549.4,25045,2.64,5.59,10.96,26.86,22.1,326,6,"1"
288.5,28729,2.84,7.38,14.4,29.87,30.24,383,14,"1"
0,19413,2.76,11.22,12.48,28.35,27.47,304,0,"1"
0,17206,2.53,9.18,13.67,25.79,37.31,320,0,"1"
0,16749,2.52,6.7,7.7,42.14,20.46,332,0,"1"
0,50268,2.96,3.42,11.3,26.1,14.84,745,0,"1"
0,17811,2.68,11.23,12.09,26.11,44.05,283,0,"1"
0,15508,2.48,9.28,12.84,25.59,45.68,223,0,"1"
254.5,21063,2.55,6.9,13.47,28.66,32.56,334,0,"1"
0,37315,2.19,4.13,13.7,20.61,13.82,696,0,"1"
419.2,19568,2.64,6.93,10.68,38.8,27.92,342,19,"1"
550.8,22452,2.49,9.93,10.52,27.7,53.3,351,14,"1"
0,34552,2.96,7.5,14.6,33.75,30.65,749,0,"1"
0,24727,3.07,9.99,13.34,30.16,30.87,438,0,"1"
0,19899,2.89,12.12,12.48,30.01,39.63,316,0,"1"
0,23287,2.61,9.27,17.31,25.21,33.68,426,0,"1"
0,35140,2.73,4.02,12.7,24.41,13.72,533,0,"0"
0,25976,2.47,4.22,9.65,23.99,23.96,387,0,"0"
0,26826,2.6,5.64,9.49,38.17,8.55,422,0,"0"
0,36855,2.6,4.93,11.19,29.83,12.88,485,0,"0"
476.7,39037,2.26,4.4,13.38,23.46,9.18,597,9,"0"
0,48121,3.08,3.14,7.67,26.12,9.43,682,0,"0"
0,63384,3.07,2.99,5.66,23.77,11.77,991,0,"0"
0,30591,2.51,5.12,12.53,31.18,11.2,553,0,"0"
0,22532,2.47,8.71,14.45,26.24,28.83,340,0,"0"
0,16848,2.9,5.68,8.25,41.51,27.6,274,0,"0"
493.7,21962,2.87,14.4,17.89,32.21,37.61,436,17,"0"
0,40369,3.01,9.73,12.05,27.11,14.64,588,0,"0"
0,23028,2.12,7.32,4.41,11.33,38.7,708,0,"0"
0,39864,2.55,4.71,8.73,25.03,20.88,600,0,"0"
0,38128,2.51,3.59,10.63,25.89,17.83,557,0,"0"
1012.7,29407,2.4,5.05,10.73,41.56,5.08,521,9,"0"
0,40515,2.43,3.28,11.95,22.48,9.76,534,0,"0"
0,56307,2.74,3.32,10.84,30.88,4.88,925,0,"0"
0,27022,2.56,5.91,14.5,27.35,18.19,426,0,"0"
0,13109,3.19,7.7,4.27,70.51,21.37,383,0,"0"
0,51198,3.06,4.53,6.04,24.68,19.05,734,0,"0"
1524.4,40579,2.36,5.77,10.94,24.76,15.21,672,3,"0"
0,37644,2.54,4.43,10.83,33.76,22.74,576,0,"0"
0,23238,2.6,7.72,10.26,23.8,33.75,315,0,"0"
0,24947,2.28,3.35,11.06,24.3,34.12,375,0,"0"
0,36132,2.81,4.29,4.51,20.6,12.54,396,0,"0"
0,30613,3.58,3.05,5.59,47.34,15.48,411,0,"0"
0,23394,3.1,9.22,10.92,29.81,32.03,325,0,"0"
0,52734,3.03,4.49,7.13,25.27,14.92,819,0,"0"
0,19017,3.2,13.32,9.11,27.75,52.26,271,0,"0"
0,39916,3.09,5.37,9.94,27.49,24.15,553,0,"0"
0,41149,2.66,3.78,6.35,21.33,10.34,509,0,"0"
0,32332,2.32,8.03,9.45,25.66,30.42,573,0,"0"
0,28745,2.7,7.56,11.49,25.34,22.88,373,0,"0"
0,50659,2.59,3.65,9.01,24.28,5.75,660,0,"0"
0,39667,2.56,5.46,10.43,27.85,21.7,680,0,"0"
0,35301,2.74,2.75,9.73,27.52,16.07,465,0,"0"
0,62548,2.91,2.68,5.74,24.63,13.03,856,0,"0"
0,30967,2.87,7.8,10.56,28.68,28.94,403,0,"0"
0,31489,2.87,5.42,13.34,27.35,24.21,493,0,"0"
0,25679,3,6.75,10.4,27.28,38.51,427,0,"0"
0,25735,2.51,7.84,14.53,25.96,28.57,376,0,"0"
313.7,50075,2.79,4.46,7.29,26.53,15.51,700,7,"0"
0,22993,2.43,4.36,9.06,23.1,24.12,312,0,"0"
0,32073,2.66,3.17,7.35,29.13,11.49,393,0,"0"
0,53761,2.84,5.14,8.13,25.07,13.56,762,0,"0"
0,26777,2.53,6.16,12.52,25.83,41.92,411,0,"0"
0,37093,2.57,4.76,9.9,26.07,13.24,504,0,"0"
0,40602,2.56,2.57,8.24,18.93,17.23,614,0,"0"
0,25392,2.71,4.37,6.41,35.24,22.2,320,0,"0"
0,47790,3.62,1.71,9.8,45.2,5.88,805,0,"0"
0,31507,2.42,5.66,10.48,32.63,16.87,523,0,"0"
0,46259,2.59,2.41,8.58,28.41,5.1,538,0,"0"
0,21318,2.54,7.41,11.62,30.06,19.23,303,0,"0"
0,47029,2.49,2.45,10.14,30.15,9.45,739,0,"0"
0,22684,2.71,7.07,9.91,24.37,35.28,274,0,"0"
0,34324,2.48,3.43,11.16,30.5,16.08,475,0,"0"
0,28381,2.37,4,9.84,23.52,21.01,300,0,"0"
0,23773,2.16,6.62,11.16,23.83,21.74,402,0,"0"
0,36469,2.94,5.46,7.78,24.59,20.83,849,0,"0"
0,32704,2.34,4.21,10.31,18.8,15.77,544,0,"0"
0,32337,2.63,7.54,11.04,27.35,30.6,476,0,"0"
0,31617,2.99,5.71,10.01,28.07,37.21,408,0,"0"
365.9,35723,2.54,5.45,10.93,27.72,25.52,621,6,"0"
0,29661,2.77,4.1,9.98,28.99,14.45,338,0,"0"
0,70039,3.43,3.89,4.05,23.54,9.5,1001,0,"0"
0,49229,2.54,4.73,7.79,25.56,9.54,800,0,"0"
