"medIncome","householdsize","PctUnemployed","TotalPctDiv","agePct12t29","label"
25773,2.97,6.18,12.28,28.64,"1"
24055,2.6,5.66,12.89,26.53,"1"
16853,2.83,12.87,11.15,25.7,"1"
20478,2.6,8.83,14.99,26.81,"1"
14839,2.24,14.17,11.54,22.46,"1"
31701,2.84,8.9,13.72,27.02,"1"
24966,2.35,6.09,13.24,22.38,"1"
20825,2.45,8.93,16.29,28.27,"1"
18627,2.29,7.93,18.25,31.21,"1"
41472,2.09,3.5,14.47,30.47,"1"
27065,2.52,4.88,11.27,26.78,"1"
23887,2.55,10.15,17.28,28.15,"1"
27352,2.3,6.05,13.22,21.42,"1"
20747,2.41,9.07,11.66,28.47,"1"
39886,2.87,7.16,9.47,26.39,"1"
29770,3.77,8.41,8.81,31.91,"1"
41670,2.75,4.8,10.06,23.45,"1"
27708,2.18,4.61,18.04,27.81,"1"
21433,2.94,8,9.99,29.12,"1"
29116,2.55,7.74,13.3,25.3,"1"
22709,2.14,8.8,15.18,24.32,"1"
29683,2.25,6.34,14.29,21.07,"1"
27893,2.46,9.34,18.43,26.17,"1"
24915,2.58,6.76,13.63,26.6,"1"
28838,2.99,9.69,14,33.07,"1"
39882,3.21,6.21,11.61,30.28,"1"
32128,4.01,9.65,9.28,33.45,"1"
22085,2.46,8.42,13.76,25.71,"1"
21040,2.62,11.58,12.58,28.82,"1"
26876,3.07,10.28,13.36,28.46,"1"
38619,2.62,3.04,10.75,24.17,"1"
21054,3.65,23.83,8.26,30.39,"1"
25823,2.54,6.03,10.3,26.18,"1"
21812,2.43,8.55,16.77,25.8,"1"
32895,2.77,6.23,13.12,28.88,"1"
35862,2.01,3.72,13.3,17.47,"1"
34796,2.51,5.14,11.26,21.03,"1"
32014,3.05,5.19,11.24,29.13,"1"
19110,2.33,8.32,13.02,21.56,"1"
29015,3.67,9.88,11.91,34.48,"1"
28035,2.52,9.36,11.66,26.25,"1"
16925,2.75,11.02,16.93,24.63,"1"
23153,2.72,6.03,13.03,29.33,"1"
25452,2.73,7.84,12.21,27.95,"1"
24887,2.71,6.87,12.89,27.4,"1"
27555,2.5,6.32,14.37,27.85,"1"
46988,3.42,4.49,9.45,28.93,"1"
25369,2.68,6.91,12.78,28.78,"1"
21397,2,5.79,14.08,16.79,"1"
21552,2.3,7.63,18.69,27.16,"1"
38463,3.07,8.65,12.79,29.29,"1"
25053,2.54,4.13,11.79,22.01,"1"
43500,2.79,4.36,7.83,21.36,"1"
26336,2.66,7.97,13.11,38.5,"1"
38789,2.81,4.6,10.98,25.54,"1"
50471,3.15,5.3,10.57,28.94,"1"
21766,2.42,7.05,14.96,23.73,"1"
33385,2.2,3.63,16.22,20.97,"1"
38108,3.04,5.24,9.08,27.98,"1"
24244,2.87,7.35,10.88,29.2,"1"
28642,2.88,7.58,13.15,28.64,"1"
36097,2.71,5.31,13.42,32.18,"1"
19894,2.39,5.41,15.11,26.16,"1"
32295,2.53,5.51,12.02,29.51,"1"
23578,2.46,7.22,11.6,24.52,"1"
25893,2.38,6.39,13.75,27.8,"1"
27980,3.3,10.99,10.25,30.06,"1"
13863,2.51,14.82,14.12,24.13,"1"
31769,2.92,11.03,10.97,28.57,"1"
30876,3.07,10.04,12.08,28.25,"1"
25773,2.88,8.27,13.22,28.43,"1"
21077,2.66,6.59,10.29,42.46,"1"
32684,4.17,8.45,9.66,34.53,"1"
34801,3,6.91,12.41,31.46,"1"
22591,2.51,8.76,14.12,27.64,"1"
26361,2.64,8.59,13.27,28.23,"1"
24354,2.55,7.33,13.7,31.36,"1"
25035,2.52,5.27,13.51,27.36,"1"
23815,4.29,3.28,7.01,54.63,"1"
23584,2.26,7.34,13.72,22.74,"1"
33502,2.71,2.84,11.03,29.51,"1"
16769,2.54,12.38,13.49,23.98,"1"
20396,2.62,5.61,11.04,24.79,"1"
17631,2.46,11.56,11.43,24,"1"
24906,2.69,6.17,12.85,27.08,"1"
41958,3.82,5.53,9.3,34.82,"1"
24601,2.68,7.33,14.52,28.08,"1"
20841,1.81,7.32,11.77,12.81,"1"
35483,2.55,2.2,12.19,27.43,"1"
26311,2.67,7,13.32,28.57,"1"
31441,3.2,6.73,10.97,30.73,"1"
22894,2.53,5.58,12.46,29.16,"1"
31271,3.26,10.81,12.12,31.46,"1"
40221,2.93,3.57,9.1,28.89,"1"
36605,2.92,6.55,12.51,27.49,"1"
21049,2.76,8.12,10.07,25.5,"1"
38388,2.96,6.94,13.73,29.54,"1"
20427,2.87,10.59,16.93,27.4,"1"
16553,3.49,13.89,10.11,30.62,"1"
22936,2.38,7.12,14.41,26.03,"1"
23661,2.57,8.08,13,28.48,"1"
23062,2.49,7.99,14.11,25.77,"1"
17344,2.6,11.14,17.01,26.7,"1"
15312,1.88,8.9,16.52,20.08,"1"
41965,2.75,5.19,12.23,27.59,"1"
22079,2.62,11.45,14.75,26.52,"1"
34716,2.45,8.2,10.6,29.24,"1"
29184,2.45,4.52,12.39,31.46,"1"
16810,2.52,5.82,12.45,24.8,"1"
29083,2.5,5.58,14.63,28.49,"1"
32012,2.83,6.08,12.74,29.21,"1"
28698,2.86,9.95,12.88,27.91,"1"
20754,2.44,11.82,17.13,26.78,"1"
21201,2.98,15.88,13.04,28.08,"1"
17822,2.53,14,16.49,27.3,"1"
20501,2.57,9.28,14.02,25.22,"1"
35162,4.1,8.52,9.07,38.27,"1"
44270,2.97,4.34,10.13,27.55,"1"
31231,2.51,4.2,15.1,27.02,"1"
31665,2.76,5.99,13.25,29.88,"1"
27212,2.4,4.21,14.36,29.21,"1"
24986,2.65,7.65,13.63,28.4,"1"
28289,2.81,9.13,14.45,30.61,"1"
24686,3.06,9.11,12.54,28.5,"1"
29291,2.66,6.64,14.74,28.64,"1"
21754,2.44,4.6,15.19,27.52,"1"
23595,4.03,12.78,8.99,36.97,"1"
26498,2.67,6.6,13.67,26.24,"1"
22189,2.54,9.92,14.25,26.63,"1"
32315,2.64,8.8,10.31,27.96,"1"
39572,2.85,6.12,12.74,25.06,"1"
26803,2.28,5.77,15.55,25.7,"1"
32033,2.83,8.62,14.3,35.12,"1"
22102,2.49,6.22,17.43,28.56,"1"
22746,2.49,6.61,11.6,25.64,"1"
52970,2.88,3.51,10.59,27.8,"1"
24200,2.72,9.2,12.56,30.86,"1"
37911,2.71,5.76,11.34,23.2,"1"
18404,3.69,13.67,9.28,30.6,"1"
29353,2.18,4.88,14.32,27.39,"1"
25045,2.64,5.59,10.96,26.86,"1"
28729,2.84,7.38,14.4,29.87,"1"
19413,2.76,11.22,12.48,28.35,"1"
17206,2.53,9.18,13.67,25.79,"1"
16749,2.52,6.7,7.7,42.14,"1"
50268,2.96,3.42,11.3,26.1,"1"
17811,2.68,11.23,12.09,26.11,"1"
15508,2.48,9.28,12.84,25.59,"1"
21063,2.55,6.9,13.47,28.66,"1"
37315,2.19,4.13,13.7,20.61,"1"
19568,2.64,6.93,10.68,38.8,"1"
22452,2.49,9.93,10.52,27.7,"1"
34552,2.96,7.5,14.6,33.75,"1"
24727,3.07,9.99,13.34,30.16,"1"
19899,2.89,12.12,12.48,30.01,"1"
23287,2.61,9.27,17.31,25.21,"1"
35140,2.73,4.02,12.7,24.41,"0"
25976,2.47,4.22,9.65,23.99,"0"
26826,2.6,5.64,9.49,38.17,"0"
36855,2.6,4.93,11.19,29.83,"0"
39037,2.26,4.4,13.38,23.46,"0"
48121,3.08,3.14,7.67,26.12,"0"
63384,3.07,2.99,5.66,23.77,"0"
30591,2.51,5.12,12.53,31.18,"0"
22532,2.47,8.71,14.45,26.24,"0"
16848,2.9,5.68,8.25,41.51,"0"
21962,2.87,14.4,17.89,32.21,"0"
40369,3.01,9.73,12.05,27.11,"0"
23028,2.12,7.32,4.41,11.33,"0"
39864,2.55,4.71,8.73,25.03,"0"
38128,2.51,3.59,10.63,25.89,"0"
29407,2.4,5.05,10.73,41.56,"0"
40515,2.43,3.28,11.95,22.48,"0"
56307,2.74,3.32,10.84,30.88,"0"
27022,2.56,5.91,14.5,27.35,"0"
13109,3.19,7.7,4.27,70.51,"0"
51198,3.06,4.53,6.04,24.68,"0"
40579,2.36,5.77,10.94,24.76,"0"
37644,2.54,4.43,10.83,33.76,"0"
23238,2.6,7.72,10.26,23.8,"0"
24947,2.28,3.35,11.06,24.3,"0"
36132,2.81,4.29,4.51,20.6,"0"
30613,3.58,3.05,5.59,47.34,"0"
23394,3.1,9.22,10.92,29.81,"0"
52734,3.03,4.49,7.13,25.27,"0"
19017,3.2,13.32,9.11,27.75,"0"
39916,3.09,5.37,9.94,27.49,"0"
41149,2.66,3.78,6.35,21.33,"0"
32332,2.32,8.03,9.45,25.66,"0"
28745,2.7,7.56,11.49,25.34,"0"
50659,2.59,3.65,9.01,24.28,"0"
39667,2.56,5.46,10.43,27.85,"0"
35301,2.74,2.75,9.73,27.52,"0"
62548,2.91,2.68,5.74,24.63,"0"
30967,2.87,7.8,10.56,28.68,"0"
31489,2.87,5.42,13.34,27.35,"0"
25679,3,6.75,10.4,27.28,"0"
25735,2.51,7.84,14.53,25.96,"0"
50075,2.79,4.46,7.29,26.53,"0"
22993,2.43,4.36,9.06,23.1,"0"
32073,2.66,3.17,7.35,29.13,"0"
53761,2.84,5.14,8.13,25.07,"0"
26777,2.53,6.16,12.52,25.83,"0"
37093,2.57,4.76,9.9,26.07,"0"
40602,2.56,2.57,8.24,18.93,"0"
25392,2.71,4.37,6.41,35.24,"0"
47790,3.62,1.71,9.8,45.2,"0"
31507,2.42,5.66,10.48,32.63,"0"
46259,2.59,2.41,8.58,28.41,"0"
21318,2.54,7.41,11.62,30.06,"0"
47029,2.49,2.45,10.14,30.15,"0"
22684,2.71,7.07,9.91,24.37,"0"
34324,2.48,3.43,11.16,30.5,"0"
28381,2.37,4,9.84,23.52,"0"
23773,2.16,6.62,11.16,23.83,"0"
36469,2.94,5.46,7.78,24.59,"0"
32704,2.34,4.21,10.31,18.8,"0"
32337,2.63,7.54,11.04,27.35,"0"
31617,2.99,5.71,10.01,28.07,"0"
35723,2.54,5.45,10.93,27.72,"0"
29661,2.77,4.1,9.98,28.99,"0"
70039,3.43,3.89,4.05,23.54,"0"
49229,2.54,4.73,7.79,25.56,"0"
32405,2.3,3.61,10.51,26.37,"0"
23727,2.47,5.63,9.2,29.41,"0"
22422,2.49,3.57,8.26,29.65,"0"
32221,2.36,3.14,11.94,26.87,"0"
27023,2.42,4.32,12.46,28.38,"0"
36901,2.63,4.63,8.62,25.45,"0"
42032,3.81,5.32,6.01,28.35,"0"
60054,2.86,4.14,7.16,24.16,"0"
30548,2.66,5.03,11.21,24.03,"0"
35575,2.9,4.98,10.18,27.09,"0"
38507,2.56,5.16,8.82,27,"0"
17985,2.38,8.38,12.26,26.97,"0"
38920,2.61,4.04,7.82,22.21,"0"
39651,2.41,5,9.64,22.96,"0"
27373,2.45,4.19,12.44,26.82,"0"
28003,2.93,5.08,6.4,39.76,"0"
28998,2.75,5.92,12.07,26.67,"0"
18974,2.35,7.49,7.98,22.6,"0"
41040,2.17,4.82,10.05,19.1,"0"
26472,2.36,4.54,11,20.43,"0"
43419,2.75,5.47,10.46,29.21,"0"
38694,2.84,3.37,7.75,31.62,"0"
20078,2.96,12.35,10.75,37.39,"0"
36626,2.46,5.05,11.03,24.34,"0"
33228,2.93,4.03,12.22,30.4,"0"
83975,3.42,2.67,3.92,23.75,"0"
60357,2.71,4.35,5.74,20.91,"0"
26654,2.46,5.66,9.08,18.03,"0"
20066,2.42,9.06,14.23,23.63,"0"
14990,3.87,11.35,4.9,67.67,"0"
26615,2.75,11.35,14.45,28.76,"0"
30535,3.1,6.32,6.96,46.96,"0"
23839,2.93,3.75,12.25,31.51,"0"
36192,2.68,3.09,10.66,30.02,"0"
44004,2.51,5.02,10.22,24.85,"0"
53396,2.77,3.78,7.65,17.83,"0"
21144,2.6,10.91,10.34,25.16,"0"
24535,2.68,5.91,8.24,36.28,"0"
123625,2.94,2.52,4.2,19.72,"0"
40679,3.16,4.9,10.72,29.21,"0"
41049,2.74,2.93,10.56,29.5,"0"
37500,2.8,4.74,9.52,25.34,"0"
48507,2.96,5.82,6.67,25.13,"0"
28955,2.66,8.27,10.72,30.98,"0"
46199,3.13,5.29,10.24,27.74,"0"
41736,2.5,3.28,9.4,26.55,"0"
40704,2.79,5.01,7.66,24.48,"0"
68742,2.82,2.69,5.78,20.7,"0"
38742,2.66,5.55,7.69,23.58,"0"
36332,2.39,2.27,11.95,26.59,"0"
60830,3.06,4.61,7.09,22.6,"0"
26261,2.64,8.18,15.07,30.53,"0"
49642,2.51,3.96,7.19,21.5,"0"
21339,2.46,8.14,11.91,24.38,"0"
35828,2.59,4.53,11.46,25.51,"0"
64806,2.62,2.24,9.08,20.23,"0"
34544,2.87,3.34,6.76,32.94,"0"
20146,2.43,4.67,8.36,25.73,"0"
46515,3.43,5.2,5.5,28.64,"0"
43673,3.17,3.36,8.37,26.63,"0"
41178,3.67,4.34,5.17,28.87,"0"
21463,3.27,6.9,7.65,54.92,"0"
76907,2.99,2.85,4.41,23.64,"0"
51984,3.13,3.34,9.01,24.16,"0"
37783,2.44,2.06,9.87,24.95,"0"
50475,2.64,3.11,8.44,28.31,"0"
35951,2.5,5.26,11.7,23.07,"0"
29987,2.44,7.56,11.11,25.19,"0"
59069,2.86,3.46,7.54,24.31,"0"
19950,2.42,9.39,11.35,27.31,"0"
30007,3.34,2.85,6.72,30.62,"0"
44495,2.53,1.79,8.2,23.47,"0"
41006,2.85,4.56,7.53,25.19,"0"
39014,2.73,5.17,11.9,25.69,"0"
46116,2.93,4.3,10.68,25.49,"0"
38802,2.79,5.39,14.14,26.44,"0"
28315,2.71,5.44,13.27,25.71,"0"
25649,2.28,5.99,15.37,32.02,"0"
21120,3.07,7.7,9.52,28.56,"0"
30138,2.45,7.73,12.57,25.06,"0"
19382,2.46,9.39,14.61,29.68,"0"
25859,2.67,8.36,13.15,28.01,"0"
35554,2.87,5.37,10.62,29.21,"0"
57464,2.64,2.84,7.7,21.94,"0"
37701,2.73,7.65,7.94,24.89,"0"
29133,2.42,5.58,12.7,25.15,"0"
28223,2.55,4.41,8.79,26.81,"0"
61271,2.8,2.5,8.51,23.72,"0"
32124,2.47,3.26,7.62,22.27,"0"
32964,2.63,4.41,8.76,24.21,"0"
37274,2.86,4.9,12.76,28.71,"0"
25369,2.43,6.42,12.92,31.76,"0"
29647,2.47,4.9,12.39,27.27,"0"
44358,3.2,3.32,6.38,24.31,"0"
86674,2.79,2.86,6.59,19.3,"0"
51988,2.8,3.47,8.01,24.59,"0"
49658,2.66,3.76,5.63,20.02,"0"
27148,2.58,5.93,11.46,29.7,"0"
17736,2.66,17.82,15.25,28.5,"0"
21522,2.56,10.79,15.01,28.1,"0"
37862,2.47,3.56,7.68,26.35,"0"
43379,2.68,3.24,10.78,20.29,"0"
50987,3.15,4.96,6.42,25.13,"0"
40865,3.39,7.31,10.59,28.47,"0"
17805,2.46,9.08,12.14,24.29,"0"
55752,2.76,4.16,6.86,24.96,"0"
30907,2.48,2.28,10.17,27.59,"0"
46566,3.34,4.9,8.29,26.62,"0"
29032,2.55,4.52,11.97,25.3,"0"
32979,2.51,3.05,7.66,19.25,"0"
36724,2.87,6.76,11.36,24.66,"0"
48986,2.85,6.62,8.53,25.83,"0"
46539,3.01,4.57,11.63,30.19,"0"
27182,2.46,5.18,11.23,20.96,"0"
14316,2.46,10.5,13.01,32,"0"
60026,3.19,5.57,6.06,25.61,"0"
47917,2.82,2.43,5.42,21.3,"0"
36418,2.75,6.26,5.96,23.26,"0"
34235,2.69,4.02,11.73,30.06,"0"
41129,2.92,3.05,11.61,25.13,"0"
84498,2.82,1.61,7.64,16.79,"0"
37117,2.67,4.93,11.03,31.73,"0"
43218,3.11,3.64,7.5,29.54,"0"
34835,2.43,4.39,12.37,26.28,"0"
25393,3.32,4.87,6.34,58.9,"0"
25569,2.71,8.17,12.97,29.09,"0"
37549,2.99,6.97,8.52,29.18,"0"
26298,2.54,5.45,11.3,24.19,"0"
25026,2.66,7.34,11.62,27.14,"0"
28428,2.43,6.87,13.39,26.66,"0"
16478,3.06,6.8,5.96,54.39,"0"
65372,2.52,1.85,5.91,18.84,"0"
46374,2.46,3.66,12.51,25.28,"0"
31053,2.64,4.93,9.62,23.62,"0"
32356,2.48,4.78,8.53,26.27,"0"
48000,2.77,4.18,9.34,23.91,"0"
41450,2.71,2.34,6.78,19.25,"0"
56011,2.73,2.42,7.6,23.6,"0"
31262,2.95,5.7,9.33,49.7,"0"
24864,2.28,6.08,13.91,25.45,"0"
25165,2.51,6.05,11.19,37.58,"0"
45687,2.8,5.41,6.87,25.77,"0"
35018,3.21,4.05,9.74,29.37,"0"
27647,2.52,5.25,9.31,25.65,"0"
26272,2.41,8.22,15.55,26.91,"0"
24215,2.65,6.44,9.55,29.62,"0"
24402,2.58,7.2,17.19,24.65,"0"
39800,2.68,5.31,8.24,25.18,"0"
58756,3.01,3.28,6.64,27.32,"0"
35550,2.45,1.9,10.94,36.13,"0"
29042,2.74,4.44,11.78,27.12,"0"
37461,2.6,2.17,10.35,25.2,"0"
28892,2.57,3.6,9.24,24.24,"0"
21060,2.51,6.55,9.61,25.78,"0"
32849,2.67,5.61,12.8,25.83,"0"
36693,2.57,5.12,9.87,24.58,"0"
30200,2.62,8.18,13,24.58,"0"
34472,2.52,3.93,10.73,23.87,"0"
45890,2.61,2.92,11.92,24.71,"0"
44142,2.65,5.5,9.4,24.75,"0"
20585,2.48,8.5,14.1,27.62,"0"
61524,2.83,2.46,7.12,23.03,"0"
48828,2.73,2.45,8.57,24.11,"0"
26640,2.32,4.21,11.23,24.1,"0"
25197,2.76,9.78,11.26,33.84,"0"
40404,3.04,4.52,10.35,30.07,"0"
46654,2.78,2.24,7.76,24.74,"0"
19686,2.35,6.82,12.98,19.4,"0"
55050,3.05,2.9,6.87,23.66,"0"
45964,2.54,4.07,15.45,24.83,"0"
35951,3.02,3.74,9.45,29.33,"0"
31583,2.56,5.85,11.16,26.68,"0"
53480,3.06,3.7,10.21,26.99,"0"
36512,2.99,4.37,9.28,28.61,"0"
19977,2.82,6.09,6.68,48.06,"0"
27289,2.55,6.47,11.38,26.05,"0"
23462,2.67,5.67,11.09,34.21,"0"
58947,2.7,4.37,7.39,22.61,"0"
27698,2.34,4.62,9.7,24.26,"0"
34990,2.78,3.64,11.15,28.19,"0"
23819,2.37,5.82,14.13,22.59,"0"
67892,3.13,2.72,7.98,24.72,"0"
17391,2.28,7.39,14.39,26.14,"0"
21989,2.48,10.84,14.82,26.25,"0"
38464,2.04,2.95,10.4,15.43,"0"
22146,2.51,3.94,9.93,25.06,"0"
21762,2.38,10.96,15.23,24.76,"0"
100077,3.01,2.81,4.4,22.09,"0"
26770,2.51,5.42,10.54,28.94,"0"
24579,2.63,7.64,12.23,28.87,"0"
36977,2.53,3.09,7.67,23.09,"0"
36289,2.46,5.76,8.6,23.68,"0"
49143,2.88,3.13,5.81,23.52,"0"
25291,2.49,5.01,15.89,28.17,"0"
66760,2.81,2.99,5.66,21.73,"0"
52208,2.9,2.42,7.31,26.56,"0"
23381,2.43,9.37,9.53,22.36,"0"
14481,2.93,5.98,3.81,66.64,"0"
43800,2.43,3.03,11.63,26.4,"0"
46309,2.94,3.91,5.82,24.45,"0"
29324,2.88,4.33,8.84,27.91,"0"
34950,2.47,4.14,15.38,31.87,"0"
22458,2.42,10.65,14.14,23.66,"0"
41045,2.44,2.84,9.79,27.99,"0"
36835,2.31,4.36,11.33,24.83,"0"
34506,2.32,3.09,10.69,23.89,"0"
27366,2.23,4.83,12.8,21.92,"0"
24573,2.41,1.83,9.79,24.23,"0"
52193,2.66,2.8,6.97,21.33,"0"
40600,2.32,5.86,8.39,24.38,"0"
43253,2.55,5.92,9.12,25.44,"0"
29833,2.54,4.97,11.7,28.02,"0"
63607,2.75,2.77,10.55,26.5,"0"
58018,3.02,5.24,5.98,24.52,"0"
21496,2.7,5.42,12.27,29.09,"0"
31767,2.45,5.24,14.89,34.64,"0"
29622,2.36,4.01,10.69,25.52,"0"
32375,2.62,3.85,8.91,27.16,"0"
16961,2.79,6.93,8.25,44.36,"0"
42530,2.95,3.02,8.12,25.42,"0"
20646,2.54,6.58,10.4,40.9,"0"
30896,2.71,3.88,9.52,31.64,"0"
43593,2.6,4.62,9.62,26.02,"0"
34844,2.55,7.34,9.05,26.23,"0"
30795,3.05,9.21,11.55,25.91,"0"
27558,2.47,6.4,11.85,34.3,"0"
52126,2.6,2.93,5.81,20.17,"0"
48889,2.82,2.94,8.64,24.91,"0"
20970,2.6,4.75,11.29,25.95,"0"
45516,2.78,4.85,8.18,25.74,"0"
25740,2.58,5.21,11.54,28.86,"0"
46352,2.25,3.32,15,28.13,"0"
74124,2.81,2.75,6.55,22.54,"0"
38976,2.25,5.79,13.16,27.33,"0"
22279,2.63,5.23,8.35,27.68,"0"
36043,2.57,4.81,11.01,26.73,"0"
32733,2.53,6.21,13.51,27.37,"0"
54834,2.76,3.03,7.51,21.53,"0"
60462,2.51,3.4,11.7,26.23,"0"
61572,2.6,3.24,8.68,19.04,"0"
30194,2.75,6.63,12.3,28.07,"0"
45529,2.14,3.27,11.39,21.09,"0"
22407,2.56,5.88,9.2,24.03,"0"
31833,2.65,4.36,12.79,26.91,"0"
45262,2.89,1.97,6.85,23.45,"0"
43968,2.8,2.65,6.21,17.59,"0"
47482,2.83,4.49,7.65,26.78,"0"
69695,2.75,2.55,6.38,22.13,"0"
24536,2.63,6.47,10.96,29.18,"0"
36710,3.06,8.25,10.17,27.26,"0"
36809,2.67,3.5,9.17,25.49,"0"
69019,3.07,2.28,5.55,21.53,"0"
33961,2.69,7.85,8.23,23.33,"0"
53488,2.56,3.87,6.36,23.99,"0"
40290,2.49,3.7,10.89,26.35,"0"
26668,2.48,7.71,8.85,21.51,"0"
39215,2.65,6.03,10.03,27.64,"0"
52882,3.1,5.13,7.69,25.3,"0"
28070,2.4,5.34,11.13,29.64,"0"
48758,3.12,4.41,7.73,30.77,"0"
32733,2.54,4.28,9.25,25.91,"0"
40982,2.95,5.93,7.93,25.55,"0"
54364,3.2,2.5,8.12,29.17,"0"
50611,3.09,3.41,7.22,25.12,"0"
23744,2.46,4.48,10.57,22.35,"0"
41338,2.93,2.44,6.32,24.37,"0"
14423,2.53,12.86,13.01,27.7,"0"
25149,2.76,5.53,15.72,28.91,"0"
31007,2.53,5.57,9.67,24.59,"0"
20891,2.34,8.21,12.76,28.54,"0"
50896,2.67,4.07,8.08,21.94,"0"
22996,2.7,6.45,10.88,37.9,"0"
33311,2.49,7.04,10.17,26.76,"0"
35669,2.43,4.01,12.55,25.88,"0"
52707,2.95,5.44,6.57,24.35,"0"
53492,2.81,5,6.19,26.38,"0"
45787,2.7,3.85,11.77,27.8,"0"
21174,2.58,7.69,16.27,27.52,"0"
17829,3.01,5.63,6.03,50.03,"0"
27922,4.31,4.86,4.68,63.35,"0"
28860,2.76,4.56,13.03,30.41,"0"
49777,2.64,4.03,6.95,22.36,"0"
49149,2.75,4.19,11.86,27.36,"0"
37539,2.76,5.35,8.39,23.63,"0"
24296,2.44,3.73,10.69,23.43,"0"
56571,3.03,4.08,6.83,21.25,"0"
23700,2.41,5.19,15.04,26.32,"0"
21312,2.97,6.84,6.17,44.55,"0"
14994,3.2,19.22,10.6,28,"0"
26703,2.46,4.95,13.43,28.54,"0"
22098,2.77,7.72,11.06,31.27,"0"
23393,2.42,7.18,11.09,22.3,"0"
31103,2.64,5.13,11.33,30.39,"0"
25711,2.44,6.42,12.34,24.98,"0"
53539,2.62,1.96,6.41,18.06,"0"
43759,2.74,5.29,8.33,24.23,"0"
42299,2.53,2.85,13.18,28.06,"0"
35974,2.57,7.11,9.96,27.99,"0"
74825,3.19,4.7,5.23,24.83,"0"
42489,2.36,3.42,16.41,29.11,"0"
26684,2.52,7.28,12.37,25.6,"0"
22257,2.34,4.37,8.73,21.86,"0"
35374,2.89,4.33,12,26.29,"0"
40885,2.82,4.38,8.12,20.02,"0"
32285,2.57,4.46,9.7,25.51,"0"
71274,2.75,1.67,5.59,18.3,"0"
65994,2.78,3.64,5.88,22.26,"0"
26873,2.8,3.9,8.89,29.25,"0"
15938,2.69,11.24,13.72,26.8,"0"
42686,2.61,2.21,9.07,25.66,"0"
75905,3.04,2.25,4.23,21.16,"0"
33107,2.4,4.55,9.87,22.84,"0"
29547,2.06,2.57,14.64,26.23,"0"
59834,3,4.36,6.45,24.16,"0"
40330,2.9,5.07,6.35,24.95,"0"
22092,2.84,7.84,7.72,47.45,"0"
12931,2.52,6.77,4.92,59.94,"0"
34054,2.45,4.78,14.97,26.6,"0"
30743,2.75,5.09,7.47,26.42,"0"
19205,2.53,7.53,12.73,23.9,"0"
50945,3.09,4.31,10,31.71,"0"
22634,2.56,6.44,9.82,34.09,"0"
18506,2.86,13.03,12.05,27.77,"0"
33817,2.58,3.75,10.31,24.35,"0"
51242,2.98,4.78,6.53,25.03,"0"
42565,2.84,3.13,10.41,25.46,"0"
89395,2.84,3.31,5.78,19.99,"0"
43088,2.82,4.43,10.99,26.29,"0"
74472,2.83,2.41,8.44,21.1,"0"
34218,3.11,8.11,8.77,39.34,"0"
26301,2.72,11.32,12.99,29.66,"0"
27264,2.46,4.43,11.12,28.04,"0"
30469,2.99,5.32,8.06,34.35,"0"
56468,2.63,3.98,7.91,30.57,"0"
36864,2.54,4.16,10.45,29.41,"0"
69904,2.93,2.95,5.72,21.21,"0"
37987,2.66,6.34,12.94,31.24,"0"
50798,2.9,2.81,6.47,24.15,"0"
25677,2.49,7.01,14.85,24.15,"0"
33253,2.61,3.85,10.59,25.01,"0"
26179,2.4,8,15.25,26.86,"0"
37664,2.57,4.13,8.98,24.9,"0"
75221,2.89,3.11,5.56,22.18,"0"
14822,2.53,9.79,13.56,36.19,"0"
22291,2.81,7.02,8.61,40.34,"0"
20176,2.61,18.29,17.92,29.26,"0"
27126,2.97,8.17,12.2,27.38,"0"
26136,2.98,7.12,9.23,28.02,"0"
20472,2.41,9.29,10.56,23.23,"0"
22265,2.4,5.77,4.81,47.49,"0"
25058,2.75,9.63,10.88,25.59,"0"
37050,2.84,5.23,11.14,30.27,"0"
79092,3.02,2.65,5.93,21.58,"0"
36526,2.54,6.09,10.35,26.38,"0"
25615,2.6,10.57,7.67,22.72,"0"
57568,2.73,3.45,6.66,21.64,"0"
39308,2.92,3.76,9.7,36.22,"0"
56713,2.83,3.27,7.22,25.06,"0"
40174,2.64,3.92,9.19,23.98,"0"
36935,2.56,4.5,10.77,21.05,"0"
21219,2.91,7.5,8.85,54,"0"
22369,2.47,5.85,13.12,25.84,"0"
36247,2.71,4.75,7.36,25.15,"0"
45303,2.49,3.59,9.82,25.94,"0"
77530,3.11,3.12,5.15,21.16,"0"
72369,3.06,4.11,4.48,21.65,"0"
23221,2.45,8.19,14.94,27.93,"0"
20413,2.44,8.71,13.8,23.77,"0"
18956,3.53,12.69,10.12,34.33,"0"
24714,2.46,4.73,11.97,35.4,"0"
32596,2.66,5.1,8.75,24.09,"0"
24091,2.39,4.67,9.14,20.79,"0"
16997,2.59,9.03,13.13,24.41,"0"
9805,2.5,31.23,22.23,27.84,"0"
20742,2.48,11.19,11.06,24.92,"0"
56478,2.94,3.51,6.2,33.74,"0"
25656,2.72,9.34,12.76,30.02,"0"
59020,2.78,2.42,6.45,21.93,"0"
39822,2.44,5.57,8.24,24.97,"0"
36431,2.45,3.51,10.53,22.93,"0"
25341,3.33,4.52,6.81,30.75,"0"
22023,2.49,9.53,13.45,25.94,"0"
32141,2.6,5.68,9.16,23.8,"0"
17103,3.15,13.57,10.47,29.76,"0"
33863,2.09,3.92,15.61,34.22,"0"
34168,2.57,5.37,10.19,26.52,"0"
